Location,Key,Value,State,FactSource
Harrogate,Electorate,Mayo,SA 
Cradoc,Electorate,Franklin,TAS 
GELLIBRAND,Electorate,Corangamite,VIC 
Northern Heights,Electorate,Barker,SA 
Northern Heights,Electorate,Barker,SA 
Old Maratta,Electorate,Grey,SA 
Edinburgh,Electorate,Wakefield,SA 
Inkster,Electorate,Grey,SA 
Tamarin,Electorate,O'Connor,WA 
Long Flat,Electorate,Barker,SA 
Greenwith,Electorate,Wakefield,SA 
Golden Grove Heights,Electorate,Wakefield,SA 
Kambalda East,Electorate,O'Connor,WA 
Cygnet,Electorate,Franklin,AHO 
Upper Hermitage,Electorate,Wakefield,SA 
Mieglich Junction,Electorate,Mayo,SA 
Mount Hicks,Electorate,Braddon,TAS 
Mieglich Junction,Electorate,Mayo,SA 
Hairpin Bend,Electorate,Mayo,SA 
Virginia Extension,Electorate,Wakefield,SA 
Elizabeth Grove,Electorate,Wakefield,SA 
WOORNDOO,Electorate,Wannon,VIC 
WEERITE,Electorate,Wannon,VIC 
Bridge View Estate,Electorate,Barker,SA 
Parraba,Electorate,Grey,SA 
Petworth,Electorate,Wakefield,SA 
LOVAT,Electorate,Corangamite,VIC 
Mount Cooke,Electorate,O'Connor,WA 
Millbrook,Electorate,Makin,SA 
Cygnet,Electorate,Franklin,TAS 
VIRGINIA,Electorate,Wakefield,GA 
CYGNET,Electorate,Franklin,GA 
Gowan Brae,Electorate,Lyons,TAS 
Elliott,Electorate,Braddon,TAS 
WICKLIFFE,Electorate,Wannon,VIC 
Winulta,Electorate,Grey,SA 
Randalls Bay,Electorate,Franklin,TAS 
Uxbridge,Electorate,Lyons,TAS 
Mobilong,Electorate,Barker,SA 
Hartley Vale,Electorate,Mayo,SA 
DARLINGTON,Electorate,Wannon,VIC 
Kyancutta,Electorate,Grey,SA 
Bronte,Electorate,Lyons,TAS 
TANYBRYN JUNCTION,Electorate,Corangamite,VIC 
GOROKE,Electorate,Mallee,VIC 
Chain of Ponds Extension,Electorate,Mayo,SA 
SPRING BANK,Electorate,Mallee,VIC 
PIRRON YALLOCK,Electorate,Wannon,VIC 
Yarding,Electorate,O'Connor,WA 
Beaufort,Electorate,Franklin,TAS 
MIRRANATWA,Electorate,Wannon,VIC 
Yilmia,Electorate,O'Connor,WA 
IRREWILLIPE EAST,Electorate,Corangamite,VIC 
Shackleton,Electorate,O'Connor,WA 
Kambalda West,Electorate,O'Connor,WA 
Chain of Ponds,Electorate,Mayo,SA 
Murray Bridge East,Electorate,Barker,SA 
Point Grey,Electorate,Canning,WA 
KAWARREN EAST,Electorate,Corangamite,VIC 
Musketts Corner,Electorate,Franklin,TAS 
Bruce Rock,Electorate,O'Connor,WA 
Springbank,Electorate,Mayo,SA 
Spring Head,Electorate,Mayo,SA 
TANYBRYN,Electorate,Corangamite,VIC 
BARNIE BOLAC,Electorate,Wannon,VIC 
BRUCE ROCK,Electorate,O'Connor,GA 
Ouse,Electorate,Lyons,TAS 
Dee,Electorate,Lyons,TAS 
Virginia,Electorate,Wakefield,SA 
Kambalda,Electorate,O'Connor,WA 
Hillbank,Electorate,Wakefield,SA 
Hill Bank,Electorate,Wakefield,SA 
Elizabeth Heights,Electorate,Wakefield,SA 
Elizabeth,Electorate,Wakefield,SA 
Deep Bay,Electorate,Franklin,TAS 
KAMBALDA,Electorate,O'Connor,GA 
Woodstock,Electorate,Franklin,TAS 
Elizabeth East,Electorate,Wakefield,SA 
STAVELY,Electorate,Wannon,VIC 
Berrijup,Electorate,Canning,WA 
Verona Sands,Electorate,Franklin,TAS 
Bronte Park,Electorate,Lyons,TAS 
HAINES JUNCTION,Electorate,Corangamite,VIC 
Kenton Valley,Electorate,Mayo,SA 
DINYARRAK,Electorate,Mallee,VIC 
Gould Creek,Electorate,Wakefield,SA 
Port Prime,Electorate,Wakefield,SA 
Boycans Corner,Electorate,Grey,SA 
Boylans Corner,Electorate,Grey,SA 
Riverglades,Electorate,Barker,SA 
Penfield,Electorate,Wakefield,SA 
Yabmana,Electorate,Grey,SA 
KAMBALDA WEST,Electorate,O'Connor,GA 
Orangefield Farm,Electorate,Wakefield,SA 
Mount Kokeby,Electorate,Pearce,WA 
Eujinyn,Electorate,O'Connor,WA 
Mersey Forest,Electorate,Lyons,TAS 
Kokeby,Electorate,Pearce,WA 
Joweelingup,Electorate,Canning,WA 
GYMBOWEN,Electorate,Mallee,VIC 
Karanja,Electorate,Lyons,TAS 
Edinburgh North,Electorate,Wakefield,SA 
RIDGLEY,Electorate,Braddon,GA 
Ridgley,Electorate,Braddon,TAS 
Elizabeth West,Electorate,Wakefield,SA 
Moina,Electorate,Braddon,TAS 
PIRRON YALLOCK,Electorate,Wannon,VIC 
Kyancutta,Electorate,Grey,SA 
Kyancutta,Electorate,Grey,SA 
Murray Bridge North,Electorate,Barker,SA 
Pallamana,Electorate,Barker,SA 
Kwolyin,Electorate,O'Connor,WA 
Bartletts Closer Settlement Estate,Electorate,Barker,SA 
Bartlett Closer Settlement Estate,Electorate,Barker,SA 
Strickland,Electorate,Lyons,TAS 
CLOVEN HILLS,Electorate,Wannon,VIC 
WYNYARD,Electorate,Braddon,GA 
KARIAH,Electorate,Wannon,VIC 
East Ridgley,Electorate,Braddon,TAS 
South Yunderup,Electorate,Canning,WA 
Erikin,Electorate,O'Connor,WA 
Garden Island Creek,Electorate,Franklin,TAS 
Dunnfield,Electorate,Mayo,SA 
London Lakes,Electorate,Lyons,TAS 
Walls of Jerusalem,Electorate,Lyons,TAS 
Elizabeth Park,Electorate,Wakefield,SA 
Upper Woodstock,Electorate,Franklin,TAS 
Gardners Bay,Electorate,Franklin,TAS 
Jim Jam,Electorate,Brand,WA 
Lawrenny,Electorate,Lyons,TAS 
MOUNT TORRENS,Electorate,Mayo,GA 
Cootra,Electorate,Grey,SA 
Southbridge,Electorate,Franklin,TAS 
Mount Torrens East,Electorate,Mayo,SA 
Muntadgin,Electorate,Durack,WA 
Moogara,Electorate,Lyons,TAS 
Muntadgin,Electorate,Durack,WA 
Ravenswood,Electorate,Canning,WA 
GRAMPIANS,Electorate,Wannon,VIC 
Mount Torrens,Electorate,Mayo,SA 
Upper Natone,Electorate,Braddon,TAS 
Rockleigh Corner,Electorate,Barker,SA 
Rockleigh,Electorate,Barker,SA 
Loyetea,Electorate,Braddon,TAS 
Westdale,Electorate,Pearce,WA 
Avoca Dell,Electorate,Barker,SA 
GELLIBRAND UPPER,Electorate,Corangamite,VIC 
UPPER GELLIBRAND,Electorate,Corangamite,VIC 
Randalls Estate,Electorate,Mayo,SA 
Westward Park,Electorate,Wakefield,SA 
Senior,Electorate,Barker,SA 
Elizabeth North,Electorate,Wakefield,SA 
Gumeracha,Electorate,Mayo,SA 
DUNDONNELL,Electorate,Wannon,VIC 
Mount Lloyd,Electorate,Lyons,TAS 
Ranelagh,Electorate,Franklin,TAS 
GUMERACHA,Electorate,Mayo,GA 
HUONVILLE,Electorate,Franklin,GA 
East Wynyard,Electorate,Braddon,TAS 
DARLINGTON,Electorate,Wannon,VIC 
Lorinna,Electorate,Lyons,TAS 
Westdale,Electorate,Pearce,WA 
RANELAGH,Electorate,Franklin,GA 
Cootra,Electorate,Grey,SA 
Kepa,Electorate,Barker,SA 
Davoren Park,Electorate,Wakefield,SA 
Toora,Electorate,Barker,SA 
Ravenswood,Electorate,Canning,WA 
POMBORNEIT EAST,Electorate,Wannon,VIC 
Penfield Gardens,Electorate,Wakefield,SA 
Huonville,Electorate,Franklin,TAS 
NORTH DANDALUP,Electorate,Canning,GA 
Minjoogup,Electorate,Canning,WA 
YUNDERUP,Electorate,Canning,GA 
MacDonald Park,Electorate,Wakefield,SA 
SUGARLOAF,Electorate,Corangamite,VIC 
Elizabeth Field,Electorate,Wakefield,SA 
MOUNT SABINE,Electorate,Corangamite,VIC 
Elizabeth Downs,Electorate,Wakefield,SA 
BARONGAROOK WEST,Electorate,Corangamite,VIC 
Boyadine,Electorate,Pearce,WA 
Two Wells South,Electorate,Wakefield,SA 
TWO WELLS,Electorate,Wakefield,GA 
Yunderup,Electorate,Canning,WA 
Two Wells,Electorate,Wakefield,SA 
North Dandalup,Electorate,Canning,WA 
Moorlands,Electorate,Barker,SA 
WONGARRA,Electorate,Corangamite,VIC 
Chandada,Electorate,Grey,SA 
Shackleton,Electorate,O'Connor,WA 
Hougham Bend,Electorate,Brand,WA 
KAWARREN,Electorate,Corangamite,VIC 
Andrews Farm,Electorate,Wakefield,SA 
West Mooreville,Electorate,Braddon,TAS 
Smithfield West,Electorate,Wakefield,SA 
CLEAR LAKE,Electorate,Mallee,VIC 
Carcuma,Electorate,Barker,SA 
Agery,Electorate,Grey,SA 
Lanes Tier,Electorate,Lyons,TAS 
GLENISLA,Electorate,Wannon,VIC 
Craigmore,Electorate,Wakefield,SA 
POMBORNEIT NORTH,Electorate,Wannon,VIC 
Doctors Rocks,Electorate,Braddon,TAS 
North Yunderup,Electorate,Canning,WA 
Old Smithfield,Electorate,Wakefield,SA 
Smithfield,Electorate,Wakefield,SA 
One Tree Hill,Electorate,Wakefield,SA 
Myara,Electorate,Canning,WA 
Smithfield Extension,Electorate,Wakefield,SA 
Port Monta,Electorate,Grey,AHO 
KERSBROOK,Electorate,Wakefield,GA 
Treegoodwill,Electorate,Wakefield,SA 
Kersbrook,Electorate,Wakefield,SA 
Morbinning,Electorate,Pearce,WA 
H G H. CORNER,Electorate,Mallee,VIC 
Glenora,Electorate,Lyons,TAS 
The Devils Playground,Electorate,Grey,SA 
Portraith,Electorate,Grey,SA 
Moonta Bay,Electorate,Grey,SA 
Winston,Electorate,Wakefield,SA 
Churchill,Electorate,Wakefield,SA 
Smithfield Plains,Electorate,Wakefield,SA 
Nicholls Rivulet,Electorate,Franklin,TAS 
Coogalup,Electorate,Canning,WA 
NARRAPUMELAP,Electorate,Wannon,VIC 
Port Price,Electorate,Grey,AHO 
Price,Electorate,Grey,SA 
Price,Electorate,Grey,SA 
West Smithfield,Electorate,Wakefield,SA 
Bushy Park,Electorate,Lyons,TAS 
Maidstone,Electorate,Wakefield,SA 
NALANGIL,Electorate,Wannon,VIC 
Tuckingmill,Electorate,Grey,SA 
Lucaston,Electorate,Franklin,TAS 
Netherton,Electorate,Barker,SA 
Bruce Rock,Electorate,O'Connor,WA 
Morbining,Electorate,Pearce,WA 
Meadowbank,Electorate,Lyons,TAS 
Lower Light,Electorate,Wakefield,SA 
Alice Park,Electorate,Barker,SA 
East Moonta,Electorate,Grey,SA 
Eyres Depot,Electorate,Grey,SA 
Heka,Electorate,Braddon,TAS 
South Bruny,Electorate,Franklin,TAS 
Toolunga,Electorate,Wakefield,SA 
Ferns,Electorate,Grey,SA 
North Dandalup,Electorate,Canning,WA 
South Nietta,Electorate,Braddon,TAS 
Five Corner,Electorate,Grey,SA 
Light Town,Electorate,Wakefield,SA 
Yates,Electorate,Lyons,TAS 
Dangin,Electorate,O'Connor,WA 
Sampson Flat,Electorate,Wakefield,SA 
Langloh,Electorate,Lyons,TAS 
BARRAMUNGA,Electorate,Corangamite,VIC 
YEARINGA,Electorate,Mallee,VIC 
Tarall-La,Electorate,Barker,SA 
Marvel Loch,Electorate,O'Connor,WA 
Annandale,Electorate,Pearce,WA 
Blair Athol,Electorate,Pearce,WA 
Clinton Centre,Electorate,Grey,SA 
Glen Lossie,Electorate,Barker,SA 
New Moonta,Electorate,Grey,SA 
Fowlers Bay,Electorate,Grey,SA 
Tarombo,Electorate,Grey,SA 
Yalata,Electorate,Grey,SA 
Fowlers Bay,Electorate,Grey,SA 
Fowlers Bay,Electorate,Grey,AHO 
Alonnah,Electorate,Franklin,TAS 
North Lakes,Electorate,Wakefield,SA 
Pepper Tree Farm,Electorate,Wakefield,SA 
ONE TREE HILL,Electorate,Wakefield,GA 
Upper Stowport,Electorate,Braddon,TAS 
BIG CORD,Electorate,Wannon,VIC 
Forrest,Electorate,Mayo,SA 
Forreston,Electorate,Mayo,SA 
Alonnah,Electorate,Franklin,AHO 
Perlubie,Electorate,Grey,SA 
Macquarie Plains,Electorate,Lyons,TAS 
South Western Highway,Electorate,Canning,AHO 
WUDINNA,Electorate,Grey,GA 
North Moonta,Electorate,Grey,SA 
Munno Para West,Electorate,Wakefield,SA 
Kwolyin,Electorate,O'Connor,WA 
McCallum,Electorate,Barker,SA 
Mooreville,Electorate,Braddon,TAS 
Wudinna,Electorate,Grey,SA 
Wudinna,Electorate,Grey,SA 
Tepko,Electorate,Barker,SA 
ANGLE VALE,Electorate,Wakefield,GA 
Angle Vale,Electorate,Wakefield,SA 
Erriba,Electorate,Braddon,TAS 
Cross Roads,Electorate,Grey,SA 
Munno Para,Electorate,Wakefield,SA 
Millar Point,Electorate,Grey,SA 
Victoria Road,Electorate,Bennelong,AHO 
Huntleys Point,Electorate,Bennelong,NSW 
Marine Parade,Electorate,Sydney,AHO 
Pitt Town,Electorate,Macquarie,NSW 
Glebe,Electorate,North Sydney,AHO 
Eastwood Heights,Electorate,Berowra,NSW 
The Left Hand Corner,Electorate,Calare,NSW 
Koala Park,Electorate,Berowra,NSW 
Mount Wilberforce Lookout,Electorate,Berowra,NSW 
Rozelle,Electorate,Bennelong,AHO 
Smiths Hill,Electorate,Berowra,NSW 
Huntleys Point,Electorate,Bennelong,AHO 
Glenhaven,Electorate,Berowra,NSW 
South Coogee,Electorate,Sydney,NSW 
Glossodia,Electorate,Macquarie,NSW 
Chippendale,Electorate,North Sydney,NSW 
Robert Street,Electorate,Bennelong,AHO 
Hunters Hill,Electorate,Bennelong,NSW 
Hunters Hill,Electorate,Bennelong,AHO 
Pyrmont Bridge Road,Electorate,North Sydney,AHO 
Dabee,Electorate,Hunter,NSW 
Kenthurst,Electorate,Berowra,NSW 
Randwick,Electorate,Sydney,NSW 
Laheys Creek,Electorate,Parkes,NSW 
Kensington,Electorate,Sydney,NSW 
Gladesville,Electorate,Bennelong,AHO 
Goodiman,Electorate,Parkes,NSW 
Epping,Electorate,Berowra,NSW 
Epping Heights,Electorate,Mitchell,NSW 
Ultimo,Electorate,North Sydney,NSW 
Ultimo,Electorate,North Sydney,AHO 
Beecroft,Electorate,Berowra,NSW 
Dunville Loop,Electorate,Hunter,NSW 
Rozelle,Electorate,Bennelong,NSW 
Birchgrove,Electorate,Bennelong,NSW 
Balmain,Electorate,Bennelong,NSW 
Glebe Island,Electorate,North Sydney,AHO 
Haymarket,Electorate,North Sydney,NSW 
Harris Street,Electorate,North Sydney,AHO 
Darling Street,Electorate,Bennelong,AHO 
Darling Road,Electorate,Bennelong,AHO 
Birchgrove Road,Electorate,Bennelong,AHO 
Boronia Park,Electorate,Bennelong,NSW 
Munyunbunna,Electorate,Durack,WA 
Stanley Park,Electorate,Macquarie,NSW 
Toukley Oukley,Electorate,Calare,NSW 
Kindalwry,Electorate,Hunter,NSW 
Boronia Park,Electorate,Bennelong,AHO 
Surry Hills,Electorate,North Sydney,NSW 
Pyrmont,Electorate,North Sydney,NSW 
Twin View Estate,Electorate,Berowra,NSW 
Moore Park,Electorate,Sydney,NSW 
Pyrmont,Electorate,North Sydney,AHO 
Linley Point,Electorate,Bennelong,NSW 
Coogee,Electorate,Sydney,AHO 
Balmain,Electorate,Bennelong,AHO 
Woolwich,Electorate,Bennelong,AHO 
Cheltenham,Electorate,Berowra,NSW 
Surry Hills,Electorate,North Sydney,AHO 
Pirrama Road,Electorate,North Sydney,AHO 
Kamber,Electorate,Parkes,NSW 
Woolwich,Electorate,Bennelong,NSW 
Burns Bay Road,Electorate,Bennelong,AHO 
East Ryde,Electorate,Bennelong,AHO 
East Ryde,Electorate,Berowra,NSW 
Druitt Street,Electorate,North Sydney,AHO 
North Ryde,Electorate,Berowra,NSW 
Birchgrove,Electorate,Bennelong,AHO 
Randwick,Electorate,Sydney,AHO 
Coogee,Electorate,Sydney,NSW 
Sussex Street,Electorate,North Sydney,AHO 
Galoand,Electorate,Parkes,NSW 
Louisa Road,Electorate,Bennelong,AHO 
Cherrybrook,Electorate,Berowra,NSW 
Western Distributor,Electorate,North Sydney,AHO 
SYDNEY,Electorate,North Sydney,GA 
Monivae,Electorate,Parkes,NSW 
Centennial Park,Electorate,Sydney,NSW 
Market Street,Electorate,North Sydney,AHO 
City of Sydney,Electorate,North Sydney,AHO 
George Street,Electorate,North Sydney,AHO 
Pitt Street,Electorate,North Sydney,AHO 
Park Street,Electorate,North Sydney,AHO 
Sydney,Electorate,North Sydney,NSW 
Chancery Square,Electorate,North Sydney,NSW 
Sydney Town,Electorate,North Sydney,NSW 
Sydney Cove,Electorate,North Sydney,NSW 
Albion,Electorate,North Sydney,NSW 
York Street,Electorate,North Sydney,AHO 
Lane Cove West,Electorate,Bennelong,AHO 
Clarence Street,Electorate,North Sydney,AHO 
Balmain East,Electorate,North Sydney,AHO 
Kent Street,Electorate,North Sydney,AHO 
Balmain East,Electorate,Bennelong,NSW 
Longueville,Electorate,Bennelong,AHO 
Castlereagh Street,Electorate,North Sydney,AHO 
King Street,Electorate,North Sydney,AHO 
Darlinghurst,Electorate,North Sydney,NSW 
William Street,Electorate,North Sydney,AHO 
Hayes Gap,Electorate,Parkes,NSW 
Maraylya,Electorate,Macquarie,NSW 
Sesquicentenary Square,Electorate,North Sydney,NSW 
Boomley,Electorate,Parkes,NSW 
The Point Road,Electorate,Bennelong,AHO 
Colo Upper,Electorate,Macquarie,NSW 
Upper Colo,Electorate,Macquarie,NSW 
Elizabeth Street,Electorate,North Sydney,AHO 
Riverview,Electorate,Bennelong,NSW 
Lane Cove West,Electorate,Bennelong,NSW 
Longueville,Electorate,Bennelong,NSW 
Pennant Hills,Electorate,Berowra,NSW 
St Fillans,Electorate,Parkes,NSW 
Gronos Point,Electorate,Macquarie,NSW 
North Epping,Electorate,Berowra,NSW 
Grosvenor Street,Electorate,North Sydney,AHO 
Marsfield,Electorate,Berowra,NSW 
Philip Street,Electorate,North Sydney,AHO 
Village of Dungeree,Electorate,Parkes,NSW 
Town of Lue,Electorate,Parkes,NSW 
Lue,Electorate,Parkes,NSW 
Paddington,Electorate,North Sydney,NSW 
Birrawarra,Electorate,Parkes,NSW 
Hunter Street,Electorate,North Sydney,AHO 
Clovelly,Electorate,Sydney,AHO 
Gongolgon,Electorate,Parkes,NSW 
Gongolgon,Electorate,Parkes,NSW 
Sydney,Electorate,North Sydney,AHO 
Sydney,Electorate,North Sydney,NSW 
Bligh Street,Electorate,North Sydney,AHO 
Riverview,Electorate,Bennelong,AHO 
O'Connell Street,Electorate,North Sydney,AHO 
Essex Street,Electorate,North Sydney,AHO 
Greenwich,Electorate,Bennelong,AHO 
Shell Company of Australia Ltd,Electorate,Bennelong,AHO 
Millers Point,Electorate,North Sydney,AHO 
Queens Park,Electorate,Sydney,NSW 
Woollahra,Electorate,North Sydney,AHO 
Paddington,Electorate,North Sydney,AHO 
Macquarie Street,Electorate,North Sydney,AHO 
Bent Street,Electorate,North Sydney,AHO 
Bridge Street,Electorate,North Sydney,AHO 
Loftus Street,Electorate,North Sydney,AHO 
Windmill Street,Electorate,North Sydney,AHO 
Argyle Street,Electorate,North Sydney,AHO 
Kings Cross,Electorate,North Sydney,AHO 
Kurrajong East,Electorate,Macquarie,NSW 
Clovelly,Electorate,Sydney,NSW 
Young Street,Electorate,North Sydney,AHO 
Alfred Street,Electorate,North Sydney,AHO 
Cahill Expressway,Electorate,North Sydney,AHO 
Woolloomooloo,Electorate,North Sydney,NSW 
Warrobil,Electorate,Parkes,NSW 
Woolloomooloo,Electorate,North Sydney,AHO 
The Rocks,Electorate,North Sydney,AHO 
Hickson Road,Electorate,North Sydney,AHO 
Lower Fort Street,Electorate,North Sydney,AHO 
Canadian Lead,Electorate,Parkes,NSW 
Northwood Road,Electorate,Bennelong,AHO 
White City,Electorate,North Sydney,NSW 
Bradfield Highway,Electorate,North Sydney,AHO 
Northwood,Electorate,Bennelong,NSW 
The Rocks,Electorate,North Sydney,NSW 
Teatree Flat,Electorate,Hunter,NSW 
Macleay Street,Electorate,North Sydney,AHO 
Greenwich Road,Electorate,Bennelong,AHO 
Rushcutters Bay,Electorate,North Sydney,NSW 
Northwood,Electorate,Bennelong,AHO 
Bunkers Hill,Electorate,North Sydney,NSW 
Barangaroo,Electorate,North Sydney,NSW 
Millers Point,Electorate,North Sydney,NSW 
McMahons Point,Electorate,North Sydney,NSW 
Dawes Point,Electorate,North Sydney,NSW 
Lane Cove,Electorate,Bennelong,AHO 
Woollahra,Electorate,North Sydney,NSW 
Lane Cove,Electorate,Bennelong,NSW 
Bondi Junction,Electorate,North Sydney,NSW 
Lloyd Rees Lookout,Electorate,North Sydney,NSW 
Cowper Wharf Road,Electorate,North Sydney,AHO 
Rushcutters Bay,Electorate,North Sydney,AHO 
Wollstonecraft,Electorate,Bennelong,AHO 
Elizabeth Bay,Electorate,North Sydney,NSW 
HMAS Waterhen,Electorate,Bennelong,AHO 
Ward Park,Electorate,Macquarie,NSW 
Thornleigh,Electorate,Berowra,NSW 
HMAS Kuttabul,Electorate,North Sydney,AHO 
Waverton,Electorate,Bradfield,AHO 
Potts Point,Electorate,North Sydney,AHO 
Epping Road,Electorate,Bradfield,AHO 
Edgecliff,Electorate,North Sydney,NSW 
Dural,Electorate,Berowra,NSW 
Greenwich,Electorate,Bennelong,NSW 
Waverley,Electorate,North Sydney,NSW 
Macquarie Park,Electorate,Berowra,NSW 
McMahons Point,Electorate,Bennelong,AHO 
St James Glebe,Electorate,North Sydney,NSW 
Gulgong,Electorate,Parkes,NSW 
Potts Point,Electorate,North Sydney,NSW 
South Turramurra,Electorate,Berowra,NSW 
GULGONG,Electorate,Parkes,GA 
Bronte,Electorate,North Sydney,AHO 
Lane Cove North,Electorate,Bradfield,NSW 
Ebenezer,Electorate,Macquarie,NSW 
Beach Road,Electorate,North Sydney,AHO 
Waverton,Electorate,Bradfield,NSW 
West Thornleigh,Electorate,Berowra,NSW 
Westleigh,Electorate,Berowra,NSW 
Wollstonecraft,Electorate,Bradfield,NSW 
Milsons Point,Electorate,North Sydney,AHO 
Lavender Bay,Electorate,North Sydney,NSW 
KENTHURST,Electorate,Berowra,GA 
Drip Rock,Electorate,Macquarie,NSW 
Milsons Point,Electorate,North Sydney,NSW 
Cross Roads,Electorate,Parkes,NSW 
Tamarama,Electorate,North Sydney,NSW 
Darling Point,Electorate,North Sydney,AHO 
Bondi,Electorate,North Sydney,NSW 
Kirribilli,Electorate,North Sydney,AHO 
Double Bay,Electorate,North Sydney,NSW 
Blaxlands Ridge,Electorate,Macquarie,NSW 
Darling Point,Electorate,North Sydney,NSW 
Gore Hill,Electorate,Bradfield,AHO 
North Sydney,Electorate,Bradfield,AHO 
Kirribilli,Electorate,North Sydney,NSW 
Bellevue Hill,Electorate,North Sydney,AHO 
New South Head Road,Electorate,North Sydney,AHO 
Chatswood West,Electorate,Bradfield,NSW 
Pacific Highway,Electorate,Bradfield,AHO 
St Leonards,Electorate,Bradfield,NSW 
Wargundy,Electorate,Bradfield,NSW 
Bondi,Electorate,Warringah,AHO 
Frog Rock,Electorate,Parkes,NSW 
Angelo River,Electorate,Durack,WA 
Bogee Angle,Electorate,Hunter,NSW 
North Sydney,Electorate,Bradfield,NSW 
Eden Park,Electorate,Berowra,NSW 
Artarmon,Electorate,Bradfield,NSW 
Bellevue Hill,Electorate,North Sydney,NSW 
Warringah Expressway,Electorate,Bradfield,AHO 
Warringah Freeway,Electorate,Bradfield,AHO 
Crows Nest,Electorate,Bradfield,AHO 
Normanhurst,Electorate,Berowra,NSW 
West Pymble,Electorate,Berowra,NSW 
Miller Street,Electorate,Bradfield,AHO 
Crows Nest,Electorate,Bradfield,NSW 
Falcon Street,Electorate,Bradfield,AHO 
Neutral Bay,Electorate,Bradfield,AHO 
Bondi Beach,Electorate,Warringah,NSW 
Willoughby Road,Electorate,Bradfield,AHO 
Geebung Ground,Electorate,Calare,NSW 
Point Piper,Electorate,North Sydney,AHO 
Camboon,Electorate,Parkes,NSW 
Cattai,Electorate,Macquarie,NSW 
Lindfield,Electorate,Bradfield,NSW 
Point Piper,Electorate,North Sydney,NSW 
Cremorne Point,Electorate,North Sydney,AHO 
Chatswood,Electorate,Bradfield,AHO 
Naremburn,Electorate,Bradfield,NSW 
Kurraba Point,Electorate,Bradfield,NSW 
Neutral Bay,Electorate,Bradfield,NSW 
Spains Lookout,Electorate,Bradfield,NSW 
The Hodgson Lookout,Electorate,Bradfield,NSW 
Cremorne Point,Electorate,Bradfield,NSW 
Chatswood,Electorate,Bradfield,NSW 
North Bondi,Electorate,Warringah,AHO 
Pyangle,Electorate,Parkes,NSW 
Killara,Electorate,Bradfield,NSW 
North Bondi,Electorate,Warringah,NSW 
Rose Bay,Electorate,Warringah,NSW 
Cammeray,Electorate,Bradfield,NSW 
North Bondi,Electorate,Warringah,NSW 
Cremorne,Electorate,Bradfield,AHO 
Colo Heights,Electorate,Macquarie,NSW 
Cremorne,Electorate,Bradfield,NSW 
Willoughby,Electorate,Bradfield,NSW 
Cammeray,Electorate,Bradfield,AHO 
DURHAM,Electorate,Maranoa,QLD 
Galston,Electorate,Berowra,NSW 
Rose Bay,Electorate,North Sydney,AHO 
Mereenie,Electorate,Lingiari,NT 
Willoughby,Electorate,Bradfield,AHO 
Mosman,Electorate,North Sydney,AHO 
Middle Dural,Electorate,Berowra,NSW 
Upper Nile,Electorate,Calare,NSW 
Pymble,Electorate,Berowra,NSW 
Sackville,Electorate,Macquarie,NSW 
Parsons Forest,Electorate,Macquarie,NSW 
Mosman Bay,Electorate,Bradfield,NSW 
Central Colo,Electorate,Macquarie,NSW 
Eastern Valley Way,Electorate,Bradfield,AHO 
Bayview Hill Road,Electorate,North Sydney,AHO 
Hornsby,Electorate,Berowra,NSW 
Waitara,Electorate,Berowra,NSW 
Dover Heights,Electorate,Warringah,NSW 
Roseville,Electorate,Bradfield,NSW 
Military Road,Electorate,Bradfield,AHO 
Penshurst Street,Electorate,Bradfield,AHO 
Dover Heights,Electorate,Warringah,AHO 
The Willows,Electorate,Parkes,NSW 
GALSTON,Electorate,Berowra,GA 
Northbridge,Electorate,Bradfield,NSW 
Gordon,Electorate,Bradfield,NSW 
Parrs Brush,Electorate,Macquarie,NSW 
Willoughby East,Electorate,Bradfield,NSW 
Vaucluse,Electorate,North Sydney,NSW 
Turramurra,Electorate,Berowra,NSW 
Warrawee,Electorate,Berowra,NSW 
Clifton Gardens,Electorate,North Sydney,AHO 
Lower Botobolar,Electorate,Parkes,NSW 
Mile Ridge,Electorate,Macquarie,NSW 
